,datetime,ticker,earliest_vcp_scanned_date,max_consolidations_pct,consolidation_start_date,consolidation_end_date,total_duration,number_of_consolidations,contraction_ratio,first_contraction_pct,first_contraction_duration,first_contraction_price,latest_contraction_pct,latest_contraction_duration,latest_contraction_price,MERGEDCONTRACTION_0_end_dt,MERGEDCONTRACTION_0_support_price,MERGEDCONTRACTION_0_start_dt,MERGEDCONTRACTION_0_resis_price,MERGEDCONTRACTION_0_contraction_pct,MERGEDCONTRACTION_0_delta_t,MERGEDCONTRACTION_1_end_dt,MERGEDCONTRACTION_1_support_price,MERGEDCONTRACTION_1_start_dt,MERGEDCONTRACTION_1_resis_price,MERGEDCONTRACTION_1_contraction_pct,MERGEDCONTRACTION_1_delta_t,MERGEDCONTRACTION_2_end_dt,MERGEDCONTRACTION_2_support_price,MERGEDCONTRACTION_2_start_dt,MERGEDCONTRACTION_2_resis_price,MERGEDCONTRACTION_2_contraction_pct,MERGEDCONTRACTION_2_delta_t,MERGEDCONTRACTION_3_end_dt,MERGEDCONTRACTION_3_support_price,MERGEDCONTRACTION_3_start_dt,MERGEDCONTRACTION_3_resis_price,MERGEDCONTRACTION_3_contraction_pct,MERGEDCONTRACTION_3_delta_t,MERGEDCONTRACTION_4_end_dt,MERGEDCONTRACTION_4_support_price,MERGEDCONTRACTION_4_start_dt,MERGEDCONTRACTION_4_resis_price,MERGEDCONTRACTION_4_contraction_pct,MERGEDCONTRACTION_4_delta_t,MERGEDCONTRACTION_5_end_dt,MERGEDCONTRACTION_5_support_price,MERGEDCONTRACTION_5_start_dt,MERGEDCONTRACTION_5_resis_price,MERGEDCONTRACTION_5_contraction_pct,MERGEDCONTRACTION_5_delta_t,SW_stage2,volume_contraction_condition,support_mrsquare,support_slope,support_rsquare,resis_mrsquare,resis_slope,resis_rsquare,MM_Stage2Filtered,RSSCORE,SCTRSCORE,MRSQUARE,MERGEDCONTRACTION_6_end_dt,MERGEDCONTRACTION_6_support_price,MERGEDCONTRACTION_6_start_dt,MERGEDCONTRACTION_6_resis_price,MERGEDCONTRACTION_6_contraction_pct,MERGEDCONTRACTION_6_delta_t,is_break_out_latest_contraction,is_break_out_first_contraction,adjclose,adjclose_date
1089,2022-04-04,MUSA,2022-04-04,0.186150188230632,2022-01-06,2022-03-24,77,2,3.5851542608252287,0.186150188230632,61,201.88,0.0519215044971381,3,195.68,2022-03-08,164.3,2022-01-06,201.88,0.186150188230632,61 days,2022-03-24,185.52,2022-03-21,195.68,0.0519215044971381,3 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0080721241631162,0.0080721241631162,1.0,-0.0004150177520496,-0.0004150177520496,1.0,,,,,,,,,,,True,True,233.6,2022-04-29
1093,2022-05-02,MYE,2022-04-14,0.3216753022452504,2021-08-31,2022-04-25,237,2,3.2237749969496874,0.3216753022452504,182,23.16,0.099781181619256,4,22.85,2022-03-01,15.71,2021-08-31,23.16,0.3216753022452504,182 days,2022-04-25,20.57,2022-04-21,22.85,0.099781181619256,4 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0056246744980035,0.0056246744980035,1.0,-5.744698199500352e-05,-5.744698199500352e-05,1.0,,,,,,,,,,,False,False,21.93,2022-04-29
1099,2022-05-02,NBIX,2022-04-04,0.3345676726532124,2021-11-01,2022-04-13,163,4,8.383123690126537,0.3345676726532124,70,108.02,0.0399086667328503,5,100.73,2022-01-10,71.88,2021-11-01,108.02,0.3345676726532124,70 days,2022-01-27,72.28,2022-01-13,81.06,0.1083148285220824,14 days,2022-03-29,91.57,2022-03-22,95.87,0.0448524042974862,7 days,2022-04-13,96.71,2022-04-08,100.73,0.0399086667328503,5 days,,,,,,,,,,,,,True,True,0.0038347268063243,0.0039144748737927,0.979627390636134,-1.360579397293259e-05,-0.0003077429468478,0.0442115541957852,,,,,,,,,,,False,False,90.03,2022-04-29
1106,2022-05-02,NEU,2022-04-04,0.2133169257109226,2021-10-25,2022-04-27,184,2,2.495096877302685,0.2133169257109226,102,373.81,0.0854934461882089,7,340.26,2022-02-04,294.07,2021-10-25,373.81,0.2133169257109226,102 days,2022-04-27,311.17,2022-04-20,340.26,0.0854934461882089,7 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0007091392708057,0.0007091392708057,1.0,-0.0005070704973084,-0.0005070704973084,1.0,,,,,,,,,,,False,False,324.61,2022-04-29
1111,2022-05-02,NHC,2022-04-04,0.1977563266370988,2021-08-02,2022-04-28,269,2,1.728632129892625,0.1977563266370988,200,76.66,0.1143994691439945,7,75.35,2022-02-18,61.5,2021-08-02,76.66,0.1977563266370988,200 days,2022-04-28,66.73,2022-04-21,75.35,0.1143994691439945,7 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0012324731942971,0.0012324731942971,1.0,-6.522306287503276e-05,-6.522306287503276e-05,1.0,,,,,,,,,,,False,False,68.06,2022-04-29
1116,2022-05-02,NLSN,2022-04-04,0.431874777659196,2021-05-10,2022-04-27,352,4,7.408391476512315,0.431874777659196,290,28.11,0.0582943504857861,20,27.79,2022-02-24,15.97,2021-05-10,28.11,0.431874777659196,290 days,2022-03-21,20.43,2022-03-14,25.78,0.2075252133436773,7 days,2022-03-28,21.84,2022-03-23,23.75,0.0804210526315789,5 days,2022-04-27,26.17,2022-04-07,27.79,0.0582943504857861,20 days,,,,,,,,,,,,,True,True,0.0102418797425176,0.0102923906662464,0.9950924012343892,-7.314523794433632e-05,-0.0002455644151929,0.297865787625875,,,,,,,,,,,False,False,26.81,2022-04-29
1121,2022-05-02,NOC,2022-04-04,0.1519701723646143,2022-03-07,2022-04-25,49,2,1.6824050456530664,0.1519701723646143,9,490.82,0.0903281230356619,17,477.26,2022-03-16,416.23,2022-03-07,490.82,0.1519701723646143,9 days,2022-04-25,434.15,2022-04-08,477.26,0.0903281230356619,17 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0010763279917353,0.0010763279917353,1.0,-0.0008633511266859,-0.0008633511266859,1.0,,,,,,,,,,,False,False,439.4,2022-04-29
1123,2022-04-18,NOV,2022-04-04,0.2282382340691379,2022-03-08,2022-04-13,36,4,3.4369475331253425,0.2282382340691379,8,24.01,0.06640625,5,20.48,2022-03-16,18.53,2022-03-08,24.01,0.2282382340691379,8 days,2022-03-29,18.59,2022-03-21,20.41,0.0891719745222929,8 days,2022-04-07,18.84,2022-04-04,20.6,0.0854368932038835,3 days,2022-04-13,19.12,2022-04-08,20.48,0.06640625,5 days,,,,,,,,,,,,,True,True,0.0009148726734368,0.001092071650821,0.8377405207332959,-0.0028729292217449,-0.0042581422667486,0.6746907552101644,,,,,,,,,,,False,False,18.13,2022-04-29
1140,2022-05-02,NTCT,2022-04-04,0.1757958130197877,2021-11-04,2022-04-29,176,3,1.865950798669585,0.1757958130197877,28,34.87,0.0942114589486118,8,33.86,2021-12-02,28.74,2021-11-04,34.87,0.1757958130197877,28 days,2022-02-24,28.86,2021-12-29,34.05,0.1524229074889866,57 days,2022-04-29,30.67,2022-04-21,33.86,0.0942114589486118,8 days,,,,,,,,,,,,,,,,,,,True,True,0.00031641690175,0.0004332076277551,0.7304047331522707,-0.0001129037542806,-0.0001539180539368,0.7335315864045944,,,,,,,,,,,False,False,30.8,2022-04-29
1164,2022-04-18,OAS,2022-04-04,0.1621291111540194,2022-03-08,2022-04-11,34,3,2.148635316681656,0.1621291111540194,7,155.37,0.0754557840783753,7,154.13,2022-03-15,130.18,2022-03-08,155.37,0.1621291111540194,7 days,2022-03-29,141.15,2022-03-25,155.21,0.0905869467173506,4 days,2022-04-11,142.5,2022-04-04,154.13,0.0754557840783753,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0029953897971275,0.0035372903725203,0.8468034799736601,-0.0001958591166641,-0.0002705757610403,0.723860540615352,,,,,,,,,,,False,False,132.66,2022-04-29
1169,2022-05-02,ODP,2022-04-04,0.3247081712062256,2021-06-07,2022-04-29,326,2,2.8337920356147484,0.3247081712062256,196,51.4,0.1145833333333333,31,48.0,2021-12-20,34.71,2021-06-07,51.4,0.3247081712062256,196 days,2022-04-29,42.5,2022-03-29,48.0,0.1145833333333333,31 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0017263923054761,0.0017263923054761,1.0,-0.0002242300336345,-0.0002242300336345,1.0,,,,,,,,,,,False,False,43.03,2022-04-29
1197,2022-04-07,ORA,2022-04-04,0.2702375181774115,2021-11-22,2022-04-04,133,4,12.811462684821953,0.2702375181774115,94,82.52,0.0210924164837843,6,82.02,2022-02-24,60.22,2021-11-22,82.52,0.2702375181774115,94 days,2022-03-14,73.17,2022-03-11,80.6,0.092183622828784,3 days,2022-03-24,77.59,2022-03-18,81.24,0.044928606597735,6 days,2022-04-04,80.29,2022-03-29,82.02,0.0210924164837843,6 days,,,,,,,,,,,,,True,True,0.0082951523973824,0.0087071096852309,0.9526872518274064,-4.4789697387679385e-05,-0.0001105084961926,0.4053054645645448,,,,,,,,,,,False,False,77.7,2022-04-29
1221,2022-04-06,PAYX,2022-04-04,0.2048201490916985,2021-12-30,2022-03-23,83,4,7.933388837165068,0.2048201490916985,29,138.17,0.0258164852255053,5,128.6,2022-01-28,109.87,2021-12-30,138.17,0.2048201490916985,29 days,2022-02-24,111.39,2022-02-09,124.3,0.1038616251005631,15 days,2022-03-15,118.92,2022-03-11,124.47,0.0445890576042419,4 days,2022-03-23,125.28,2022-03-18,128.6,0.0258164852255053,5 days,,,,,,,,,,,,,True,True,0.0019971584773752,0.0024461433781499,0.8164519280491618,-0.0005733607584183,-0.0010024103750698,0.5719820671034264,,,,,,,,,,,False,False,126.73,2022-04-29
1227,2022-05-02,PCG,2022-04-04,0.2145564821834723,2022-01-18,2022-04-25,97,2,1.930990960732604,0.2145564821834723,49,13.19,0.1111111111111111,17,13.05,2022-03-08,10.36,2022-01-18,13.19,0.2145564821834723,49 days,2022-04-25,11.6,2022-04-08,13.05,0.1111111111111111,17 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0024935649935649,0.0024935649935649,1.0,-0.0001326762699014,-0.0001326762699014,1.0,,,,,,,,,,,False,False,12.65,2022-04-29
1234,2022-05-02,PEB,2022-04-04,0.2686341278849792,2021-11-05,2022-04-27,173,5,4.758051714991922,0.2686341278849792,45,26.43,0.0564578499613303,7,25.86,2021-12-20,19.33,2021-11-05,26.43,0.2686341278849792,45 days,2022-01-28,19.78,2022-01-07,24.03,0.1768622555139408,21 days,2022-03-08,20.77,2022-02-16,24.94,0.1672012830793906,20 days,2022-04-11,21.46,2022-04-05,25.29,0.1514432582048239,6 days,2022-04-27,24.4,2022-04-20,25.86,0.0564578499613303,7 days,,,,,,,True,True,0.0013258653669186,0.0017256407531169,0.7683322061812541,-9.614300258771018e-07,-6.307621530353775e-05,0.0152423543684488,,,,,,,,,,,False,False,24.42,2022-04-29
1244,2022-05-02,PFGC,2022-04-04,0.2652675038706348,2022-03-03,2022-04-06,34,2,2.3385218524168985,0.2652675038706348,5,58.13,0.1134328358208954,8,53.6,2022-03-08,42.71,2022-03-03,58.13,0.2652675038706348,5 days,2022-04-06,47.52,2022-03-29,53.6,0.1134328358208954,8 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0038834481143881,0.0038834481143881,1.0,-0.0029972607815374,-0.0029972607815374,1.0,,,,,,,,,,,False,False,49.25,2022-04-29
1245,2022-05-02,PFIS,2022-04-04,0.1566794942275975,2021-12-17,2022-04-25,129,3,4.091419845342339,0.1566794942275975,74,54.57,0.0382936507936507,5,50.4,2022-03-01,46.02,2021-12-17,54.57,0.1566794942275975,74 days,2022-04-11,47.13,2022-03-29,53.26,0.1150957566654148,13 days,2022-04-25,48.47,2022-04-20,50.4,0.0382936507936507,5 days,,,,,,,,,,,,,,,,,,,True,True,0.0007894044466517,0.0008822198001294,0.8947933910980698,-0.0003538406750278,-0.0004979115373307,0.7106496807138067,,,,,,,,,,,False,False,49.64,2022-04-29
1260,2022-05-02,PK,2022-04-04,0.3093777388255916,2021-05-10,2022-04-25,350,5,4.613694866079955,0.3093777388255916,206,22.82,0.0670553935860057,4,20.58,2021-12-02,15.76,2021-05-10,22.82,0.3093777388255916,206 days,2022-01-28,16.53,2022-01-07,20.11,0.1780208851317751,21 days,2022-03-08,16.68,2022-02-16,20.26,0.1767028627838105,20 days,2022-04-11,16.83,2022-03-31,20.23,0.1680672268907563,11 days,2022-04-25,19.2,2022-04-21,20.58,0.0670553935860057,4 days,,,,,,,True,True,0.000676718001345,0.0011037701613143,0.6130968430413161,-0.0002712493529496,-0.0003269416741864,0.8296567074989373,,,,,,,,,,,False,False,19.71,2022-04-29
1265,2022-04-11,PLD,2022-04-04,0.1886089425124202,2021-12-31,2022-03-24,83,2,4.501042197401397,0.1886089425124202,55,169.08,0.0419023935343486,3,160.85,2022-02-24,137.19,2021-12-31,169.08,0.1886089425124202,55 days,2022-03-24,154.11,2022-03-21,160.85,0.0419023935343486,3 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0044047358720439,0.0044047358720439,1.0,-0.0006084397918145,-0.0006084397918145,1.0,True,90.53084648493544,89.35,73.8,,,,,,,False,False,160.29,2022-04-29
1277,2022-05-02,PNW,2022-04-04,0.2843114332476035,2021-05-10,2022-04-18,343,4,6.0714654315869,0.2843114332476035,178,85.54,0.0468264811824619,12,80.51,2021-11-04,61.22,2021-05-10,85.54,0.2843114332476035,178 days,2022-02-24,66.15,2022-01-14,71.66,0.0768908735696343,41 days,2022-03-16,72.34,2022-03-07,76.07,0.0490337846720124,9 days,2022-04-18,76.74,2022-04-06,80.51,0.0468264811824619,12 days,,,,,,,,,,,,,True,True,0.001225152596298,0.0014374020870489,0.8523381226009596,-0.0001207826565385,-0.0002953080524957,0.4090056316370952,,,,,,,,,,,False,False,71.2,2022-04-29
1281,2022-04-26,POST,2022-04-04,0.2034358047016274,2022-01-14,2022-03-25,70,2,2.544758441861772,0.2034358047016274,53,77.42,0.0799420709630701,14,69.05,2022-03-08,61.67,2022-01-14,77.42,0.2034358047016274,53 days,2022-03-25,63.53,2022-03-11,69.05,0.0799420709630701,14 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.001774148933126,0.001774148933126,1.0,-0.0019305642691072,-0.0019305642691072,1.0,,,,,,,,,,,True,False,74.39,2022-04-29
1286,2022-04-26,PPL,2022-04-04,0.169811320754717,2022-01-07,2022-04-13,96,4,6.933679138919452,0.169811320754717,53,30.21,0.0244897959183673,7,29.4,2022-03-01,25.08,2022-01-07,30.21,0.169811320754717,53 days,2022-03-14,25.98,2022-03-09,27.07,0.0402659770964166,5 days,2022-04-04,28.04,2022-04-01,29.03,0.0341026524285222,3 days,2022-04-13,28.68,2022-04-06,29.4,0.0244897959183673,7 days,,,,,,,,,,,,,True,True,0.0034301031356179,0.0034455451866472,0.9955182561270044,-6.0865461455856336e-05,-0.0004139850486932,0.1470233324802029,,,,,,,,,,,False,False,28.31,2022-04-29
1287,2022-04-08,PRA,2022-04-04,0.2515060240963855,2021-05-06,2022-03-18,316,6,5.329320507482236,0.2515060240963855,89,26.56,0.047191887675507,3,25.64,2021-08-03,19.88,2021-05-06,26.56,0.2515060240963855,89 days,2021-10-19,21.86,2021-08-27,25.85,0.1543520309477757,53 days,2021-12-20,22.37,2021-11-05,26.06,0.1415963161933997,45 days,2022-01-28,22.78,2022-01-03,25.81,0.1173963580007748,25 days,2022-02-14,22.98,2022-02-09,24.72,0.070388349514563,5 days,2022-03-18,24.43,2022-03-15,25.64,0.047191887675507,3 days,True,True,0.0008028992830409,0.0008631990183951,0.9301438786777938,-8.358335870193801e-05,-0.0001474685298807,0.5667877666477283,,,,,,,,,,,False,False,24.57,2022-04-29
1289,2022-05-02,PRDO,2022-04-04,0.2565485362095532,2021-06-25,2022-04-29,308,3,3.5737309889455786,0.2565485362095532,158,12.98,0.0717863105175292,8,11.98,2021-11-30,9.65,2021-06-25,12.98,0.2565485362095532,158 days,2022-02-25,9.65,2022-01-12,12.65,0.2371541501976284,44 days,2022-04-29,11.12,2022-04-21,11.98,0.0717863105175292,8 days,,,,,,,,,,,,,,,,,,,True,True,0.0006352881699287,0.0009532473154812,0.6664463246959282,-0.0002037724316446,-0.0002377485322794,0.8570922801958538,,,,,,,,,,,False,False,11.18,2022-04-29
1293,2022-05-02,PRGS,2022-04-04,0.2254151894010077,2021-11-17,2022-04-27,161,2,2.468829170669081,0.2254151894010077,99,53.59,0.0913034904358115,6,50.71,2022-02-24,41.51,2021-11-17,53.59,0.2254151894010077,99 days,2022-04-27,46.08,2022-04-21,50.71,0.0913034904358115,6 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0017757089236173,0.0017757089236173,1.0,-0.0003467185139259,-0.0003467185139259,1.0,,,,,,,,,,,False,False,47.98,2022-04-29
1305,2022-04-29,PSB,2022-04-04,0.1867219917012448,2022-01-04,2022-04-18,104,2,3.218373084960919,0.1867219917012448,51,187.98,0.0580165097081736,17,172.02,2022-02-24,152.88,2022-01-04,187.98,0.1867219917012448,51 days,2022-04-18,162.04,2022-04-01,172.02,0.0580165097081736,17 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0011304957396601,0.0011304957396601,1.0,-0.0009758925197471,-0.0009758925197471,1.0,,,,,,,,,,,True,False,187.2,2022-04-29
1306,2022-05-02,PSMT,2022-04-04,0.2977777777777778,2021-06-14,2022-04-25,315,2,2.3730657252774594,0.2977777777777778,235,94.5,0.1254813137032842,17,88.3,2022-02-04,66.36,2021-06-14,94.5,0.2977777777777778,235 days,2022-04-25,77.22,2022-04-08,88.3,0.1254813137032842,17 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0020456600361663,0.0020456600361663,1.0,-0.00022016263627,-0.00022016263627,1.0,,,,,,,,,,,False,False,79.45,2022-04-29
1321,2022-04-04,QLYS,2022-04-04,0.2437386315936757,2021-12-30,2022-03-15,75,2,1.7591501150672344,0.2437386315936757,56,142.94,0.1385537654552266,12,133.45,2022-02-24,108.1,2021-12-30,142.94,0.2437386315936757,56 days,2022-03-15,114.96,2022-03-03,133.45,0.1385537654552266,12 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0033399873411558,0.0033399873411558,1.0,-0.0010538332211761,-0.0010538332211761,1.0,,,,,,,,,,,True,False,136.28,2022-04-29
1347,2022-04-18,REXR,2022-04-04,0.1782640767150233,2021-12-31,2022-04-12,102,3,4.095274764231646,0.1782640767150233,55,81.34,0.0435282103650752,6,78.34,2022-02-24,66.84,2021-12-31,81.34,0.1782640767150233,55 days,2022-03-08,67.4,2022-02-25,71.26,0.0541678360931798,11 days,2022-04-12,74.93,2022-04-06,78.34,0.0435282103650752,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0026267655586583,0.002720010142439,0.9657190308499676,-7.249301552777187e-05,-0.0005016320665549,0.1445143170882872,,,,,,,,,,,False,False,78.04,2022-04-29
1356,2022-04-04,RHP,2022-04-04,0.234770917364774,2021-11-08,2022-03-24,136,4,4.409134076486869,0.234770917364774,24,96.69,0.0532454908737445,8,92.59,2021-12-02,73.99,2021-11-08,96.69,0.234770917364774,24 days,2022-01-28,79.43,2022-01-04,95.69,0.1699237119866233,24 days,2022-03-08,81.25,2022-02-18,94.77,0.1426611796982166,18 days,2022-03-24,87.66,2022-03-16,92.59,0.0532454908737445,8 days,,,,,,,,,,,,,True,True,0.0012636409553947,0.0014345773244622,0.8808454823921729,-0.0002597811269476,-0.0002999902944316,0.8659651054373562,,,,,,,,,,,True,False,93.48,2022-04-29
1364,2022-04-26,RLI,2022-04-08,0.1563681111013447,2021-12-16,2022-04-13,118,2,2.607928612387508,0.1563681111013447,70,113.77,0.0599577390385631,12,113.58,2022-02-24,95.98,2021-12-16,113.77,0.1563681111013447,70 days,2022-04-13,106.77,2022-04-01,113.58,0.0599577390385631,12 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.002342067791901,0.002342067791901,1.0,-1.575505695867666e-05,-1.575505695867666e-05,1.0,,,,,,,,,,,True,True,114.78,2022-04-29
1375,2022-04-18,ROCC,2022-04-04,0.2557430848570088,2022-03-08,2022-04-11,34,3,2.3305605758119667,0.2557430848570088,7,42.66,0.1097335795304668,7,37.91,2022-03-15,31.75,2022-03-08,42.66,0.2557430848570088,7 days,2022-03-29,33.03,2022-03-25,37.42,0.1173169428113308,4 days,2022-04-11,33.75,2022-04-04,37.91,0.1097335795304668,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0022951848320737,0.0023400365630713,0.9808328930815212,-0.0035769994770863,-0.0044540305800241,0.803092707339913,,,,,,,,,,,False,False,31.85,2022-04-29
1387,2022-05-02,RSG,2022-04-04,0.2195021033032204,2021-10-29,2022-04-25,178,3,4.740865622822795,0.2195021033032204,118,145.01,0.0462990052662376,14,136.72,2022-02-24,113.18,2021-10-29,145.01,0.2195021033032204,118 days,2022-03-08,122.59,2022-03-04,129.72,0.0549645390070921,4 days,2022-04-25,130.39,2022-04-11,136.72,0.0462990052662376,14 days,,,,,,,,,,,,,,,,,,,True,True,0.0019034910887138,0.0022204411009853,0.8572580861834991,-0.0002764213944988,-0.0004710249576693,0.5868508451582218,,,,,,,,,,,False,False,134.27,2022-04-29
1402,2022-05-02,SANM,2022-04-04,0.1895484758193903,2021-11-08,2022-04-25,168,3,2.9475394510049,0.1895484758193903,81,43.63,0.0643063583815028,4,41.52,2022-01-28,35.36,2021-11-08,43.63,0.1895484758193903,81 days,2022-04-12,36.35,2022-03-21,43.27,0.1599260457591865,22 days,2022-04-25,38.85,2022-04-21,41.52,0.0643063583815028,4 days,,,,,,,,,,,,,,,,,,,True,True,0.000572533388779,0.0008761746248836,0.6534466675008224,-0.0001301099793961,-0.000225531561692,0.5769036423109046,,,,,,,,,,,False,False,40.89,2022-04-29
1419,2022-04-18,SCI,2022-04-04,0.2014841781013722,2021-12-28,2022-04-04,97,3,5.621335334833345,0.2014841781013722,58,71.42,0.0358417608566329,3,67.24,2022-02-24,57.03,2021-12-28,71.42,0.2014841781013722,58 days,2022-03-08,59.41,2022-03-03,62.67,0.0520185096537418,5 days,2022-04-04,64.83,2022-04-01,67.24,0.0358417608566329,3 days,,,,,,,,,,,,,,,,,,,True,True,0.0035090955982159,0.0035091235013713,0.9999920483974368,-0.0003593472502372,-0.0008350851044723,0.4303121302400123,,,,,,,,,,,False,False,65.61,2022-04-29
1425,2022-05-02,SEB,2022-04-04,0.1864445344461179,2021-10-12,2022-04-26,196,3,4.927007674623254,0.1864445344461179,129,4394.98,0.0378403322565759,5,4334.0,2022-02-18,3575.56,2021-10-12,4394.98,0.1864445344461179,129 days,2022-03-07,3652.4,2022-03-03,3889.0,0.0608382617639495,4 days,2022-04-26,4170.0,2022-04-21,4334.0,0.0378403322565759,5 days,,,,,,,,,,,,,,,,,,,True,True,0.0025335903176831,0.0025751816234676,0.9838491757608628,-3.3473224283693874e-05,-0.0002377260741407,0.1408058598733089,,,,,,,,,,,False,False,4224.99,2022-04-29
1428,2022-04-18,SENEA,2022-04-04,0.2667255075022066,2021-07-21,2022-04-07,260,5,4.79026839981786,0.2667255075022066,132,56.65,0.0556797020484172,6,53.7,2021-11-30,41.54,2021-07-21,56.65,0.2667255075022066,132 days,2022-01-28,44.19,2022-01-05,50.78,0.1297755021662072,23 days,2022-03-11,48.39,2022-03-07,53.0,0.0869811320754716,4 days,2022-03-24,50.15,2022-03-17,53.49,0.0624415778650215,7 days,2022-04-07,50.71,2022-04-01,53.7,0.0556797020484172,6 days,,,,,,,True,True,0.0017522701769088,0.0018157937253594,0.9650160987102028,-8.400256593034561e-05,-0.0002189978073669,0.3835772007962843,,,,,,,,,,,True,False,54.25,2022-04-29
1440,2022-05-02,SHO,2022-04-04,0.2861250898634077,2021-11-05,2022-04-27,173,3,6.349828177974824,0.2861250898634077,111,13.91,0.0450592885375494,6,12.65,2022-02-24,9.93,2021-11-05,13.91,0.2861250898634077,111 days,2022-04-11,10.72,2022-03-30,12.18,0.1198686371100163,12 days,2022-04-27,12.08,2022-04-21,12.65,0.0450592885375494,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0025753051305171,0.0031008565751768,0.8305141073383229,-0.0005626180211013,-0.0006562550127256,0.8573161502638971,,,,,,,,,,,False,False,12.25,2022-04-29
1446,2022-04-04,SIGI,2022-04-04,0.183913091188412,2021-11-12,2022-02-14,94,3,3.07397930847633,0.183913091188412,19,91.13,0.0598279945157671,6,80.23,2021-12-01,74.37,2021-11-12,91.13,0.183913091188412,19 days,2022-01-28,75.37,2021-12-16,84.13,0.1041245691192201,43 days,2022-02-14,75.43,2022-02-08,80.23,0.0598279945157671,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0001951742892276,0.0002007522091945,0.9722149011994312,-0.0011981798086055,-0.0013074018895086,0.9164586790186192,,,,,,,,,,,True,False,82.36,2022-04-29
1463,2022-04-18,SM,2022-04-04,0.2307164110780498,2022-03-08,2022-04-11,34,3,3.3679178044246503,0.2307164110780498,7,43.69,0.068503169185763,3,41.02,2022-03-15,33.61,2022-03-08,43.69,0.2307164110780498,7 days,2022-04-06,37.84,2022-03-30,42.52,0.110065851364064,7 days,2022-04-11,38.21,2022-04-08,41.02,0.068503169185763,3 days,,,,,,,,,,,,,,,,,,,True,True,0.0052107921187632,0.0052659052641748,0.9895339656437422,-0.0016610227973707,-0.0018300326949042,0.9076465147294488,,,,,,,,,,,False,False,35.53,2022-04-29
1473,2022-05-02,SON,2022-04-07,0.2045088566827697,2021-05-11,2022-04-27,351,2,1.9732707340447644,0.2045088566827697,301,68.31,0.1036385326573218,6,67.06,2022-03-08,54.34,2021-05-11,68.31,0.2045088566827697,301 days,2022-04-27,60.11,2022-04-21,67.06,0.1036385326573218,6 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0021236658078763,0.0021236658078763,1.0,-5.3040380702636415e-05,-5.3040380702636415e-05,1.0,,,,,,,,,,,False,False,61.91,2022-04-29
1510,2022-05-02,STRA,2022-04-04,0.4138186304750154,2021-07-28,2022-04-28,274,2,2.976618806703623,0.4138186304750154,211,81.05,0.1390220517737297,7,73.01,2022-02-24,47.51,2021-07-28,81.05,0.4138186304750154,211 days,2022-04-28,62.86,2022-04-21,73.01,0.1390220517737297,7 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.005128410727232,0.005128410727232,1.0,-0.0003715281869285,-0.0003715281869285,1.0,,,,,,,,,,,False,False,64.6,2022-04-29
1514,2022-04-26,STZ,2022-04-04,0.1928221479119682,2022-01-06,2022-03-10,63,2,4.449014694556039,0.1928221479119682,49,257.18,0.0433394160583942,7,219.2,2022-02-24,207.59,2022-01-06,257.18,0.1928221479119682,49 days,2022-03-10,209.7,2022-03-03,219.2,0.0433394160583942,7 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0007260190072464,0.0007260190072464,1.0,-0.0026371190827991,-0.0026371190827991,1.0,,,,,,,,,,,True,False,246.09,2022-04-29
1530,2022-04-18,SYY,2022-04-04,0.1568034073077784,2022-03-02,2022-04-06,35,3,4.826869120902848,0.1568034073077784,6,89.22,0.0324845311756306,7,84.04,2022-03-08,75.23,2022-03-02,89.22,0.1568034073077784,6 days,2022-03-14,75.96,2022-03-11,81.37,0.066486420056532,3 days,2022-04-06,81.31,2022-03-30,84.04,0.0324845311756306,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0028499844405807,0.0028717055274209,0.9924361719428187,-0.0003501938318398,-0.0015080854810935,0.2322108635287281,,,,,,,,,,,True,False,85.48,2022-04-29
